posicao_ranking,id_do_prospect,numero_do_lead,origem_do_lead,fonte_do_lead,ultima_atividade,especializacao,ocupacao_atual,cidade,probabilidade_conversao,probabilidade_percentual,previsao_modelo,convertido_real,prioridade,acao_sugerida
3809,e469a2a5-2685-4f15-9b7c-cde167c8226d,645530,API,Google,Convertido em Lead,Não informado,Desempregado,Não informado,0.40523926763109996,40.52,0,1,Média,Nutrição e acompanhamento
3810,3ba8e7b9-98ff-45be-98a6-88a3844aa9b0,598916,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão de Operações,Desempregado,Outras Cidades Metropolitanas,0.4050304106410099,40.5,0,1,Média,Nutrição e acompanhamento
3811,49784e7c-18f2-49c3-ba0e-52e1ae104d30,584056,Envio por Landing Page,Busca Orgânica,SMS Enviado,Gestão de Recursos Humanos,Desempregado,Outras Cidades de Maharashtra,0.40484892883989965,40.48,0,0,Média,Nutrição e acompanhamento
3812,3f107911-db6b-4b1e-85ed-2add676ce5e9,595322,Envio por Landing Page,Tráfego Direto,Convertido em Lead,Negócios Internacionais,Desempregado,Mumbai,0.40472927404651865,40.47,0,0,Média,Nutrição e acompanhamento
3813,382aece5-8b8a-4835-a3d4-72c2e70ab2fe,592100,Envio por Landing Page,Google,SMS Enviado,Gestão de Recursos Humanos,Desempregado,Mumbai,0.4046769815649652,40.47,0,1,Média,Nutrição e acompanhamento
3814,1d5c22e0-2cd2-4937-919d-3a4dbf31191f,637014,API,Google,SMS Enviado,Não informado,Desempregado,Não informado,0.40447805594456554,40.45,0,1,Média,Nutrição e acompanhamento
3815,ade5035d-45b2-4282-bd7c-76711064f89c,580531,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão Financeira,Desempregado,Outras Cidades Metropolitanas,0.40446416013857805,40.45,0,0,Média,Nutrição e acompanhamento
3816,81a23cd8-e8ca-4484-afbd-02ed7366cee2,581655,API,Busca Orgânica,SMS Enviado,Não informado,Desempregado,Não informado,0.40427298410888457,40.43,0,0,Média,Nutrição e acompanhamento
3817,42fe747b-2db8-442b-8659-da02b421a92f,608540,API,Busca Orgânica,SMS Enviado,Não informado,Desempregado,Não informado,0.40427298410888457,40.43,0,0,Média,Nutrição e acompanhamento
3818,88cf8091-c7ea-4a12-b589-d7441d3c67b9,624449,API,Busca Orgânica,SMS Enviado,Não informado,Desempregado,Não informado,0.40427298410888457,40.43,0,0,Média,Nutrição e acompanhamento
3819,e567ad74-1dd0-4d85-aba3-bc8e36a8affb,596564,API,Busca Orgânica,SMS Enviado,Não informado,Desempregado,Não informado,0.40427298410888457,40.43,0,0,Média,Nutrição e acompanhamento
3820,8a7c5dd4-14d5-4660-b7d7-4924d2e7622f,592984,API,Busca Orgânica,SMS Enviado,Não informado,Desempregado,Não informado,0.40427298410888457,40.43,0,1,Média,Nutrição e acompanhamento
3821,7f045bb4-f770-437a-bd7e-9863af503948,600761,Envio por Landing Page,Busca Orgânica,SMS Enviado,Gestão Financeira,Desempregado,Outras Cidades de Maharashtra,0.4042333544461918,40.42,0,0,Média,Nutrição e acompanhamento
3822,ac77883e-2c17-4cc6-94e5-09c79befd74e,592231,Envio por Landing Page,Busca Orgânica,SMS Enviado,Gestão da Cadeia de Suprimentos,Desempregado,Mumbai,0.40394303903501355,40.39,0,0,Média,Nutrição e acompanhamento
3823,5d1fbf7c-6874-496d-94b6-316a4b1cf01a,584496,API,Busca Orgânica,SMS Enviado,Não informado,Desempregado,Não informado,0.403862406186315,40.39,0,0,Média,Nutrição e acompanhamento
3824,3411663e-5780-4d74-b587-2674c04aef2e,611592,API,Busca Orgânica,SMS Enviado,Não informado,Desempregado,Não informado,0.40383555230392376,40.38,0,0,Média,Nutrição e acompanhamento
3825,2fcfa332-fd9e-4ce5-99c3-47162d363059,613525,API,Busca Orgânica,SMS Enviado,Não informado,Desempregado,Não informado,0.40383555230392376,40.38,0,1,Média,Nutrição e acompanhamento
3826,d6310ca5-442f-4717-800c-68251c44e540,619285,Envio por Landing Page,Google,SMS Enviado,Gestão da Cadeia de Suprimentos,Desempregado,Mumbai,0.40377454763127135,40.38,0,0,Média,Nutrição e acompanhamento
3827,5418151f-a055-4e26-b56f-6f1726638b68,600213,Envio por Landing Page,Google,SMS Enviado,Administração de Empresas,Desempregado,Mumbai,0.403615422645105,40.36,0,0,Média,Nutrição e acompanhamento
3828,491572e1-f13c-4b54-b417-b324a6ca18f9,581372,API,Google,SMS Enviado,Não informado,Desempregado,Não informado,0.40356094836079137,40.36,0,0,Média,Nutrição e acompanhamento
3829,b85bb027-6ea9-4177-abc1-662826907250,598316,Envio por Landing Page,Busca Orgânica,SMS Enviado,Gestão Financeira,Desempregado,Mumbai,0.403006432562739,40.3,0,1,Média,Nutrição e acompanhamento
3830,34128a89-3ee9-4852-b782-711e42a30cff,614282,Envio por Landing Page,Tráfego Direto,SMS Enviado,E-commerce,Desempregado,Mumbai,0.4028509622372723,40.29,0,0,Média,Nutrição e acompanhamento
3831,fa8f7775-d048-40da-b067-937c184257be,627871,API,Busca Orgânica,SMS Enviado,Não informado,Desempregado,Não informado,0.4028487101986606,40.28,0,1,Média,Nutrição e acompanhamento
3832,21edb6f4-6cc4-4f62-8522-ec4b5657d5db,624314,Envio por Landing Page,Google,SMS Enviado,Gestão de Operações,Desempregado,Mumbai,0.4027919421977971,40.28,0,0,Média,Nutrição e acompanhamento
3833,f178327a-cec1-4462-b689-61f30d6ee554,609128,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão Financeira,Desempregado,Mumbai,0.40257481528282774,40.26,0,0,Média,Nutrição e acompanhamento
3834,c05d0eac-0ffd-4ca8-97fd-d3ebdcfbdfe6,587099,Envio por Landing Page,Google,SMS Enviado,Administração de Empresas,Desempregado,Mumbai,0.4025130550917973,40.25,0,0,Média,Nutrição e acompanhamento
3835,21fe1643-bf4d-4536-9aa4-c54a6d579cee,610456,API,Google,SMS Enviado,Não informado,Desempregado,Não informado,0.40236161216600336,40.24,0,0,Média,Nutrição e acompanhamento
3836,92968479-8d63-4b6b-8572-0b514ea6da32,612745,API,Google,SMS Enviado,Não informado,Desempregado,Não informado,0.40236161216600336,40.24,0,1,Média,Nutrição e acompanhamento
3837,e467041f-deb9-40a6-a116-705bfcf27fce,636901,API,Google,SMS Enviado,Não informado,Desempregado,Não informado,0.40236161216600336,40.24,0,1,Média,Nutrição e acompanhamento
3838,b2243ba8-b392-4781-8f23-2ee8d82f1d42,632997,API,Google,SMS Enviado,Não informado,Desempregado,Não informado,0.40236161216600336,40.24,0,0,Média,Nutrição e acompanhamento
3839,aa27a0af-eeab-4007-a770-fa8a93fa53c8,608251,API,Google,SMS Enviado,Não informado,Desempregado,Não informado,0.40236161216600336,40.24,0,1,Média,Nutrição e acompanhamento
3840,41969c2a-eb95-4aa1-a9c5-d6aacfdcb96b,636225,API,Busca Orgânica,SMS Enviado,Não informado,Desempregado,Não informado,0.4019316026148864,40.19,0,0,Média,Nutrição e acompanhamento
3841,6c5eaf30-e78a-4010-b32e-8b98dee269fe,600661,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão Financeira,Desempregado,Outras Cidades Metropolitanas,0.40165403327951965,40.17,0,1,Média,Nutrição e acompanhamento
3842,a3f6393c-fcdf-4cb4-8d29-6da3d62ae88f,659492,API,Sites de Referência,Convertido em Lead,Não informado,Desempregado,Não informado,0.40155239827398437,40.16,0,0,Média,Nutrição e acompanhamento
3843,ea2506de-c8af-4ad3-802d-35ccd2bbff9e,607465,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão de Projetos de TI,Desempregado,Outras Cidades Metropolitanas,0.40152383315127244,40.15,0,1,Média,Nutrição e acompanhamento
3844,6cc2d05e-e3bf-4c7e-ac7f-a6c607ebcfe9,618235,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão da Cadeia de Suprimentos,Desempregado,Mumbai,0.40148096318605014,40.15,0,0,Média,Nutrição e acompanhamento
3845,1fac0746-032b-4d63-aba4-e532b8866b17,588009,Envio por Landing Page,Tráfego Direto,Convertido em Lead,Gestão da Cadeia de Suprimentos,Desempregado,Outras Cidades de Maharashtra,0.4014624687091501,40.15,0,1,Média,Nutrição e acompanhamento
3846,559de112-348d-4a71-9390-4068b0a21dd2,582938,Envio por Landing Page,Tráfego Direto,E-mail Aberto,Gestão em Saúde,Desempregado,Outras Cidades,0.40144147642152844,40.14,0,0,Média,Nutrição e acompanhamento
3847,69901c8f-82d1-4605-936b-466ddddecd80,599331,Envio por Landing Page,Google,SMS Enviado,Gestão da Cadeia de Suprimentos,Desempregado,Mumbai,0.40134148456983476,40.13,0,0,Média,Nutrição e acompanhamento
3848,955e66a8-8378-4c3a-b333-fdbc0487f34e,588779,Envio por Landing Page,Tráfego Direto,SMS Enviado,Excelência em Serviços,Desempregado,Mumbai,0.4012851929101406,40.13,0,0,Média,Nutrição e acompanhamento
3849,af999133-0103-43e6-b5b7-8c46f5a59579,632097,Envio por Landing Page,Google,SMS Enviado,Gestão de Marketing,Desempregado,Outras Cidades,0.400953973784597,40.1,0,1,Média,Nutrição e acompanhamento
3850,cc487e97-dc1e-426a-99bf-bf751a7dd740,657777,Envio por Landing Page,Tráfego Direto,Convertido em Lead,Gestão de Recursos Humanos,Desempregado,Cidades Tier II,0.40086016912276184,40.09,0,0,Média,Nutrição e acompanhamento
3851,764b4962-55ba-4658-a031-2f196b61fb06,583368,Envio por Landing Page,Busca Orgânica,SMS Enviado,E-commerce,Desempregado,Outras Cidades de Maharashtra,0.4008258873709365,40.08,0,0,Média,Nutrição e acompanhamento
3852,807cae83-4406-4b92-b724-443f26bcf494,621698,Envio por Landing Page,Tráfego Direto,Convertido em Lead,"Bancos, Investimentos e Seguros",Desempregado,Outras Cidades de Maharashtra,0.40072245937258977,40.07,0,0,Média,Nutrição e acompanhamento
3853,015175d9-0674-4078-b80d-18f008c18b48,592597,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão de Marketing,Desempregado,Outras Cidades Metropolitanas,0.4005526186645333,40.06,0,1,Média,Nutrição e acompanhamento
3854,252f001b-f0c4-4323-8315-7f0ed545a4b2,650907,API,Google,Convertido em Lead,Não informado,Desempregado,Não informado,0.40054612363937336,40.05,0,0,Média,Nutrição e acompanhamento
3855,94a34ed7-d2c4-4d12-b5d1-8fdd32dd16e7,588197,API,Google,SMS Enviado,Não informado,Desempregado,Não informado,0.4005094456774817,40.05,0,1,Média,Nutrição e acompanhamento
3856,48ab923e-e60b-4302-94f0-3248ec4bdfb4,590849,API,Google,SMS Enviado,Não informado,Desempregado,Não informado,0.4005094456774817,40.05,0,1,Média,Nutrição e acompanhamento
3857,2c0cc21f-0a04-4ccb-8cc1-7ee1b3af5883,616749,API,Google,SMS Enviado,Não informado,Desempregado,Não informado,0.4005094456774817,40.05,0,0,Média,Nutrição e acompanhamento
3858,a771de9b-465d-4a5d-8c4e-29d34297e0d2,636960,API,Google,SMS Enviado,Não informado,Desempregado,Não informado,0.4005094456774817,40.05,0,0,Média,Nutrição e acompanhamento
3859,5c1603b9-5a60-4bcc-bfba-2d675b941a03,643304,API,Google,SMS Enviado,Não informado,Desempregado,Não informado,0.4005094456774817,40.05,0,0,Média,Nutrição e acompanhamento
3860,f870692d-6f52-4c1e-99fe-f10c44424d05,593765,API,Google,SMS Enviado,Não informado,Desempregado,Não informado,0.4005094456774817,40.05,0,0,Média,Nutrição e acompanhamento
3861,80433283-b83a-4eb5-929c-8f7062745537,632611,API,Google,SMS Enviado,Não informado,Desempregado,Não informado,0.4005094456774817,40.05,0,1,Média,Nutrição e acompanhamento
3862,48901540-f116-45c3-b722-e26996375813,589352,API,Google,SMS Enviado,Não informado,Desempregado,Não informado,0.4005094456774817,40.05,0,0,Média,Nutrição e acompanhamento
3863,eaeefedb-f6e4-4c8e-afa2-14c3b9406aca,617000,API,Google,SMS Enviado,Não informado,Desempregado,Não informado,0.4005094456774817,40.05,0,0,Média,Nutrição e acompanhamento
3864,09fd1594-17b8-409a-9049-c627cdde88b1,591473,API,Google,SMS Enviado,Não informado,Desempregado,Não informado,0.4005094456774817,40.05,0,0,Média,Nutrição e acompanhamento
3865,0d897f5e-6cc9-411d-bfd6-591acca6a979,616758,API,Google,SMS Enviado,Não informado,Desempregado,Não informado,0.4005094456774817,40.05,0,0,Média,Nutrição e acompanhamento
3866,48ad8218-0254-4e1c-8e82-09e5d71287c3,611444,Envio por Landing Page,Google,SMS Enviado,Gestão de Recursos Humanos,Desempregado,Mumbai,0.4001744819213718,40.02,0,0,Média,Nutrição e acompanhamento
3867,e6c345f8-d6e4-493a-a380-13fe9ddc9247,634422,Envio por Landing Page,Google,E-mail Aberto,Gestão Financeira,Desempregado,Mumbai,0.3997917010048513,39.98,0,0,Baixa,Fluxo automatizado
3868,5e2e3d50-35f6-4b96-9199-ed133cfaba69,608181,Envio por Landing Page,Tráfego Direto,SMS Enviado,Administração de Empresas,Desempregado,Outras Cidades de Maharashtra,0.39965402335159056,39.97,0,0,Baixa,Fluxo automatizado
3869,636cf6a4-19fc-42d1-8d91-59c996af5e5f,630765,API,Google,SMS Enviado,Não informado,Desempregado,Não informado,0.3992684424439495,39.93,0,0,Baixa,Fluxo automatizado
3870,bfc384f0-3aed-4ee5-b9e0-d530a8b96d80,627328,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão da Cadeia de Suprimentos,Desempregado,Mumbai,0.39921116190731226,39.92,0,0,Baixa,Fluxo automatizado
3871,554ceab0-fb2b-4c6e-b8d3-d4cfc93172c9,639868,API,Tráfego Direto,Teve Conversa por Telefone,"Bancos, Investimentos e Seguros",Desempregado,Thane e Arredores,0.3990958356278972,39.91,0,1,Baixa,Fluxo automatizado
3872,2e78bb85-8eed-46ed-a22f-25300afec646,640629,Envio por Landing Page,Google,SMS Enviado,Não informado,Desempregado,Mumbai,0.3989297630016042,39.89,0,0,Baixa,Fluxo automatizado
3873,90372962-03f5-42b8-b8ec-9b4bbd64310f,622630,API,Sites de Referência,SMS Enviado,Não informado,Desempregado,Não informado,0.3988712917265768,39.89,0,0,Baixa,Fluxo automatizado
3874,39972a3c-f0e2-48c8-b6d2-6c1b2d466e6c,589932,API,Tráfego Direto,SMS Enviado,Não informado,Desempregado,Não informado,0.39863984615595016,39.86,0,0,Baixa,Fluxo automatizado
3875,491e7879-dc05-4862-8769-d56fa1ad1177,617497,API,Google,SMS Enviado,Não informado,Desempregado,Não informado,0.39862494180044883,39.86,0,0,Baixa,Fluxo automatizado
3876,7ac057ce-1234-4827-9e6a-307d17996d9a,637794,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão Financeira,Desempregado,Outras Cidades,0.3986098512325665,39.86,0,1,Baixa,Fluxo automatizado
3877,89bb32f6-bc50-4869-967c-ac15153bf659,593206,Envio por Landing Page,Busca Orgânica,SMS Enviado,Gestão Financeira,Desempregado,Thane e Arredores,0.3985103243752507,39.85,0,1,Baixa,Fluxo automatizado
3878,98d99afb-9012-4968-ac77-fb02431f1dfd,581952,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão Financeira,Desempregado,Mumbai,0.3984195734554281,39.84,0,0,Baixa,Fluxo automatizado
3879,7dcf1380-f6c4-4991-9432-eebd8fd15973,647040,Envio por Landing Page,Busca Orgânica,SMS Enviado,Rural e Agronegócio,Desempregado,Cidades Tier II,0.3983709096205141,39.84,0,1,Baixa,Fluxo automatizado
3880,97ae58df-fdb5-4089-acf7-18117ac101b9,611284,API,Google,SMS Enviado,Não informado,Desempregado,Não informado,0.3982238677549122,39.82,0,0,Baixa,Fluxo automatizado
3881,e074dd01-aa16-4b03-b9c7-c70ac4396eda,621231,API,Google,SMS Enviado,Não informado,Desempregado,Não informado,0.39819701387252104,39.82,0,0,Baixa,Fluxo automatizado
3882,b2f68586-b8cd-40d8-b182-4fee43ebb8c6,596539,API,Google,SMS Enviado,Não informado,Desempregado,Não informado,0.39819701387252104,39.82,0,0,Baixa,Fluxo automatizado
3883,04b36f06-8e3e-4c99-9112-f162a2d1efc6,579926,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão de Projetos de TI,Desempregado,Outras Cidades de Maharashtra,0.39812868830211284,39.81,0,0,Baixa,Fluxo automatizado
3884,a7b22a95-094c-4073-bc79-7607e8d50efa,594984,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão de Hospitalidade,Desempregado,Outras Cidades Metropolitanas,0.3978446014508631,39.78,0,0,Baixa,Fluxo automatizado
3885,794dc32c-f40b-4154-9029-e4d84d5a1254,612395,API,Google,SMS Enviado,Não informado,Desempregado,Não informado,0.39769376771138004,39.77,0,0,Baixa,Fluxo automatizado
3886,e9dc6b37-5e26-4d2f-94f4-c434f0657bd4,606664,Envio por Landing Page,Busca Orgânica,SMS Enviado,Gestão de Recursos Humanos,Desempregado,Mumbai,0.39749019734412516,39.75,0,0,Baixa,Fluxo automatizado
3887,498ba9b2-4e52-11e6-96be-22000aa8e760,647981,Importação de Lead,Facebook,SMS Enviado,Não informado,Não informado,Outras Cidades Metropolitanas,0.39744243932722717,39.74,0,0,Baixa,Fluxo automatizado
3888,57882675-6246-475c-9784-4308b9b4001f,604984,Envio por Landing Page,Tráfego Direto,SMS Enviado,Mídia e Publicidade,Desempregado,Mumbai,0.39733355604540177,39.73,0,1,Baixa,Fluxo automatizado
3889,1162d9f9-910a-48f1-828b-4a612a1ad9bd,596054,API,Tráfego Direto,SMS Enviado,Não informado,Desempregado,Não informado,0.3972061213181761,39.72,0,0,Baixa,Fluxo automatizado
3890,e28f24ed-7e12-4ca4-a018-9be50136787b,595263,Envio por Landing Page,Google,E-mail Aberto,Gestão de Recursos Humanos,Estudante,Mumbai,0.3971351941365418,39.71,0,0,Baixa,Fluxo automatizado
3891,27d3da18-b54f-43aa-bc32-295257b7ce21,581970,Envio por Landing Page,Tráfego Direto,SMS Enviado,"Bancos, Investimentos e Seguros",Não informado,Outras Cidades Metropolitanas,0.39703247735581004,39.7,0,1,Baixa,Fluxo automatizado
3892,fd51aedf-e948-40b2-abdd-acc6d213f6a7,586631,Envio por Landing Page,Google,SMS Enviado,Gestão da Cadeia de Suprimentos,Desempregado,Mumbai,0.39699644564935777,39.7,0,0,Baixa,Fluxo automatizado
3893,40621e3d-65ef-4e9e-9ddc-b7dc9daf6d27,597575,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão de Operações,Desempregado,Outras Cidades Metropolitanas,0.3968825953793547,39.69,0,0,Baixa,Fluxo automatizado
3894,7543fd0b-8499-44f9-997c-b8e4642b039e,581908,Envio por Landing Page,Tráfego Direto,SMS Enviado,Mídia e Publicidade,Desempregado,Mumbai,0.39687472010254427,39.69,0,0,Baixa,Fluxo automatizado
3895,5a278ee1-7f5c-4af8-8c69-be2a94eb3a21,603138,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão Financeira,Desempregado,Mumbai,0.3967214238919815,39.67,0,0,Baixa,Fluxo automatizado
3896,1e5ee427-c2f8-41e5-a49c-b88ccc781838,629720,API,Chat Olark,Conversa no Chat Olark,Não informado,Desempregado,Não informado,0.3966834915940274,39.67,0,0,Baixa,Fluxo automatizado
3897,46fa2e97-e46a-47e5-93ee-f50675f460a2,595985,Envio por Landing Page,Busca Orgânica,SMS Enviado,Viagens e Turismo,Desempregado,Mumbai,0.396594225230503,39.66,0,1,Baixa,Fluxo automatizado
3898,34a48db2-59fc-4c52-ac6e-2767dd128c66,623936,Envio por Landing Page,Tráfego Direto,Convertido em Lead,Gestão de Recursos Humanos,Desempregado,Mumbai,0.3965118448356708,39.65,0,0,Baixa,Fluxo automatizado
3899,0ddaed16-ea2a-423e-96b7-7002fe5414be,611715,Envio por Landing Page,Google,SMS Enviado,Gestão de Projetos de TI,Desempregado,Mumbai,0.3964302138571067,39.64,0,0,Baixa,Fluxo automatizado
3900,02903c65-5918-41a9-86cc-991e13c3ff17,643788,API,Google,SMS Enviado,Não informado,Desempregado,Não informado,0.3962930641834836,39.63,0,0,Baixa,Fluxo automatizado
3901,0d31969a-2d99-4e29-b1e7-032181f6c02b,608730,API,Google,SMS Enviado,Não informado,Desempregado,Não informado,0.3962930641834836,39.63,0,0,Baixa,Fluxo automatizado
3902,e8c2aee4-27bc-4a89-b8ab-bff7eb13ce7a,614744,Envio por Landing Page,Tráfego Direto,SMS Enviado,Mídia e Publicidade,Desempregado,Mumbai,0.39616692018412125,39.62,0,0,Baixa,Fluxo automatizado
3903,6d0cc95b-fe95-4739-a232-e1e9d3a8347d,627526,Envio por Landing Page,Tráfego Direto,SMS Enviado,"Bancos, Investimentos e Seguros",Desempregado,Mumbai,0.39573400531254926,39.57,0,1,Baixa,Fluxo automatizado
3904,6c3003ea-5872-4624-a993-76d537eaa43a,583969,Envio por Landing Page,Busca Orgânica,SMS Enviado,Gestão de Recursos Humanos,Desempregado,Thane e Arredores,0.3957295859093906,39.57,0,0,Baixa,Fluxo automatizado
3905,86cec3b8-d094-455c-9d84-13293a4c5d6b,642553,Envio por Landing Page,Busca Orgânica,SMS Enviado,Gestão Financeira,Desempregado,Mumbai,0.3952695377358227,39.53,0,0,Baixa,Fluxo automatizado
3906,de2bc981-9ccb-43ab-9b25-548724ad3bd9,591399,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão de Operações,Desempregado,Outras Cidades de Maharashtra,0.394989917294446,39.5,0,0,Baixa,Fluxo automatizado
3907,116549d5-2b2b-441f-9528-5662e2b1e7d8,658606,API,Google,Convertido em Lead,Não informado,Desempregado,Não informado,0.3949538226938094,39.5,0,0,Baixa,Fluxo automatizado
3908,c0b25922-511f-4c56-852e-ced210a45447,579615,Envio por Landing Page,Tráfego Direto,SMS Enviado,Administração de Empresas,Desempregado,Mumbai,0.3945475003850359,39.45,0,1,Baixa,Fluxo automatizado
3909,66a564bf-ef55-4668-83da-f4a77f749d2c,602090,Envio por Landing Page,Tráfego Direto,SMS Enviado,"Bancos, Investimentos e Seguros",Desempregado,Outras Cidades de Maharashtra,0.39447832288688295,39.45,0,0,Baixa,Fluxo automatizado
3910,c5cdd6de-aefb-4090-9c6a-89f57f81a757,608809,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão em Saúde,Desempregado,Thane e Arredores,0.39437174163292965,39.44,0,0,Baixa,Fluxo automatizado
3911,b978e9bb-8960-4d23-b7e4-4db879f05a6c,607470,Envio por Landing Page,Sites de Referência,SMS Enviado,Não informado,Não informado,Mumbai,0.3941694133816926,39.42,0,0,Baixa,Fluxo automatizado
3912,0eeb53a5-9b6d-4a6a-aef2-23292c25d66c,621735,API,Chat Olark,E-mail Aberto,Gestão de Operações,Desempregado,Outras Cidades,0.39415058548021653,39.42,0,0,Baixa,Fluxo automatizado
3913,844d7d83-56a7-4386-a44b-e8cf302dee11,585790,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão Financeira,Desempregado,Mumbai,0.3939376649626057,39.39,0,1,Baixa,Fluxo automatizado
3914,0a7c8fe3-e8e8-4886-9189-e29a00ee957d,614840,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão Financeira,Desempregado,Mumbai,0.3939376649626057,39.39,0,1,Baixa,Fluxo automatizado
3915,12c25699-26f2-4009-a4df-a36174548ebd,607964,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão em Saúde,Desempregado,Outras Cidades de Maharashtra,0.3938497126602283,39.38,0,0,Baixa,Fluxo automatizado
3916,80f24b3f-5972-4b1c-b776-728510905651,599181,Envio por Landing Page,Busca Orgânica,SMS Enviado,Gestão de Operações,Desempregado,Outras Cidades,0.3938428270597763,39.38,0,1,Baixa,Fluxo automatizado
3917,714939a4-afe7-447e-a098-db71c355df61,589476,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão Financeira,Desempregado,Mumbai,0.39379711957545516,39.38,0,0,Baixa,Fluxo automatizado
3918,86a66253-eb6d-4e36-a49f-1f973f46aaa5,592219,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão Financeira,Desempregado,Mumbai,0.39379711957545516,39.38,0,0,Baixa,Fluxo automatizado
3919,f3dfabd6-1fd3-4127-a995-b39a70b61ac7,641467,API,Google,Conversa no Chat Olark,Não informado,Desempregado,Não informado,0.39337831697981174,39.34,0,0,Baixa,Fluxo automatizado
3920,7db723d3-56dc-40b8-bfad-31b17dc9a58f,643343,Envio por Landing Page,Google,SMS Enviado,Gestão Financeira,Desempregado,Mumbai,0.39331125468388345,39.33,0,0,Baixa,Fluxo automatizado
3921,44888262-e19b-46eb-ad9e-7e9f73675662,609486,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão de Marketing,Desempregado,Mumbai,0.3933051294698439,39.33,0,1,Baixa,Fluxo automatizado
3922,4fda6275-558f-4b45-b47e-d817bb97b32e,581538,Envio por Landing Page,Busca Orgânica,SMS Enviado,Gestão de Marketing,Desempregado,Mumbai,0.3932728786217388,39.33,0,0,Baixa,Fluxo automatizado
3923,2e921b45-17e9-4eef-a3b9-2f76c8948c2d,645315,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão Financeira,Desempregado,Mumbai,0.3931445782802115,39.31,0,1,Baixa,Fluxo automatizado
3924,e970329e-ebff-4f26-873b-f919e47eef9f,584603,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão de Operações,Desempregado,Mumbai,0.3930734816794469,39.31,0,0,Baixa,Fluxo automatizado
3925,f71312c9-4c8c-4225-8648-cfeaf2f167ee,604023,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão de Marketing,Desempregado,Mumbai,0.39268915013598504,39.27,0,0,Baixa,Fluxo automatizado
3926,fa36d090-868a-4199-979f-8984312f72a0,649951,Envio por Landing Page,Tráfego Direto,SMS Enviado,Gestão Financeira,Desempregado,Mumbai,0.3925269901995826,39.25,0,0,Baixa,Fluxo automatizado
3927,336622da-91ef-4804-bcfc-0a1bac398c51,618782,Envio por Landing Page,Tráfego Direto,SMS Enviado,Não informado,Não informado,Mumbai,0.3925124371155602,39.25,0,1,Baixa,Fluxo automatizado
3928,2d366179-1380-4078-a855-74faf409cfc4,658773,API,Busca Orgânica,Convertido em Lead,Não informado,Desempregado,Não informado,0.3924078615586904,39.24,0,0,Baixa,Fluxo automatizado
3929,c8ab4c62-3753-4d0a-8631-28a25052db74,632702,Envio por Landing Page,Busca Orgânica,SMS Enviado,Viagens e Turismo,Desempregado,Outras Cidades Metropolitanas,0.39230684214263717,39.23,0,1,Baixa,Fluxo automatizado
3930,6e34ec24-6cce-405b-ab9d-86ab9a828df6,600736,Envio por Landing Page,Tráfego Direto,Página Visitada no Site,Gestão de Marketing,Desempregado,Thane e Arredores,0.39213560145282744,39.21,0,1,Baixa,Fluxo automatizado
3931,ce771217-66f0-4958-be0d-45618b52e067,627365,Envio por Landing Page,Busca Orgânica,SMS Enviado,Viagens e Turismo,Desempregado,Thane e Arredores,0.3919949755348331,39.2,0,1,Baixa,Fluxo automatizado
3932,a027f88d-d90d-409c-9835-b162089eccaa,632911,Envio por Landing Page,Tráfego Direto,SMS Enviado,Negócios Internacionais,Desempregado,Mumbai,0.3918526792633841,39.19,0,1,Baixa,Fluxo automatizado
3933,01b8ea88-f9bb-4ddd-95a3-127c2b1bcd8d,592772,API,Busca Orgânica,E-mail Aberto,Gestão de Recursos Humanos,Desempregado,Outras Cidades,0.39169097701798306,39.17,0,1,Baixa,Fluxo automatizado
3934,20cb2878-f735-450b-97df-35e1f49d5e7d,589033,Envio por Landing Page,Tráfego Direto,Convertido em Lead,Gestão de Marketing,Desempregado,Mumbai,0.39168552477392765,39.17,0,0,Baixa,Fluxo automatizado
